id,text,label,subtype,source,received,notes
s06038,"Your card number is used online, you need to contact fraud immediately to assist and block the card and do an investigation <DATE>.",scam,bank_phish,smishtank,,smishtank:banking
s06039,Incoming transaction pending,scam,bank_phish,smishtank,,smishtank:banking
s06040,Your MobiKwik One Time Password(OTP) is ********. Don't share it with anyone. We don't call/email you to verify . is valid for <DATE>.,scam,bank_phish,smishtank,,smishtank:banking
s06041,PayPal:For privacy and security we have temporarily blocked your account please visit; <URL>?p=4 to remove block.,scam,bank_phish,smishtank,,smishtank:banking
s06042,Dear Customer Your PayTM KYC Has been expired Today Please call Customer care no <ACCT> immediately Your PayTM Account blocked within <URL>ank YOU,scam,bank_phish,smishtank,,smishtank:banking
s06043,"LLOYDS BANK: An attempt to pair your account on to a new device was made. if this WASN'T you, visit: <URL>",scam,bank_phish,smishtank,,smishtank:banking
s06044,Dear paytm customer your KYC has been suspended. Paytm office pH <ACCT> call immediately. Your account will blocked within <DATE>. Thank you paytm team,scam,bank_phish,smishtank,,smishtank:banking
s06045,"Dear customer,your credit card reward point 8567 are expiring <DATE> please kindly redeem your points in cash by click here",scam,bank_phish,smishtank,,smishtank:banking
s06046,Dear pytm your pytm account has been suspended so please contact our customer care no <ACCT> as soon as possible . Thank you pytm team.,scam,bank_phish,smishtank,,smishtank:banking
s06047,Dear customer your KOTK MHIN... BANK A/c will be close within <DATE>'s. Please complete your verification. More enquiry please call us customer care <PHONE>,scam,bank_phish,smishtank,,smishtank:banking
s06048,RM0 MBB: Your M2U account will TERMINATED on <DATE>. Please make verification to avoid service interruption. Verify now,scam,bank_phish,smishtank,,smishtank:banking
s06049,Dear SBI Customer Your SBI Saving Account & Debit Card Will Be BLOCK Some Today Because Your KYC Not Uploaded In Your Bank Account To Reactivate Your ATM Card Please Submit Your Full KYC By Visiting The Link Below,scam,bank_phish,smishtank,,smishtank:banking
s06050,Dear paytm customer your KYC has been suspended. To Verified Paytm KYC call <ACCT> immediately. Your account will be blocked within <DATE>.,scam,bank_phish,smishtank,,smishtank:banking
s06051,Dear PAYTM Customer Your Paytm KYC Has Been Suspended Contact Customer Care No.<PHONE> immediately Your Account Will Be Blocked After <DATE> PAYTM TEAM.,scam,bank_phish,smishtank,,smishtank:banking
s06052,"HDFC loan Ac no. xxx192 - Refer ACH dated 5th. Some technical issue at NPCI ACH system. Debit to your bank account may be delayed to <DATE>, due to bank holidays. Penal interest will not be levied. Please maintain sufficient balance in your account. In case of queries please contact HDFC LTD.",scam,bank_phish,smishtank,,smishtank:banking
s06053,Dear Pay'TM customer your documents has been suspended. To Verified call <PHONE> immediately. Your account will be blocked within <DATE>.,scam,bank_phish,smishtank,,smishtank:banking
s06054,Dear customer your RBL credit card points worth INR 9865 expired by <DATE>. Kindly redeem your points in cash by click here,scam,bank_phish,smishtank,,smishtank:banking
s06055,Dear. customer your Pytm KYC has been suspended. Call Pytm office PH. <PHONE> immediately. Your account will block within <DATE>. Thank you Pytm team,scam,bank_phish,smishtank,,smishtank:banking
s06056,Dear customer your ICIC Bank account has been Locked <DATE> please submit your PAN CARD TO account kindly please call customer care no <ACCT> immediately,scam,bank_phish,smishtank,,smishtank:banking
s06057,Your voucher of Rs. 1500 is here for spends on CreditCard in Dec'19 Use Code: Redeem it: <URL> till <DATE> Queries?Call: <PHONE>,scam,bank_phish,smishtank,,smishtank:banking
s06058,Dear Paytm Customer your KYC has been suspended. Paytm office PH <PHONE> Call Immediately. Your account will block within <DATE> Thank you Paytm Team,scam,bank_phish,smishtank,,smishtank:banking
s06059,"Due to COVID19, if you wish to defer Standing Instructions for EMI of your loan Ac xxxxx up to May'20, please forward <DATE> to <PHONE> by <DATE>. But Interest liability will increase. Please do not share your with anyone as Bank never asks for it.",scam,bank_phish,smishtank,,smishtank:banking
s06060,"Dear Customer, Your PTAM KYC has been expired. To Verified KYC call <PHONE> immediately your account will not be work within <DATE>. Thank you.",scam,bank_phish,smishtank,,smishtank:banking
s06061,"Dear Customer, Your PAYTM K-Y-C has been expired <DATE> customer care service PH-<PHONE> call immediately. Your account will be blocked within <DATE>. Thankyou",scam,bank_phish,smishtank,,smishtank:banking
s06062,SBI:Your Account Is Locked. Please Go To <URL> To Unlock.,scam,bank_phish,smishtank,,smishtank:banking
s06063,"HALIFAX: A beneficiary was added to your account. If this WAS NOT you, cancel at <URL>",scam,bank_phish,smishtank,,smishtank:banking
s06064,Dear customer your PATYM KCY haas ben expire <DATE> please call customer care <DATE> immediately your PATYM acount blokced 24hrs THANK YOU,scam,bank_phish,smishtank,,smishtank:banking
s06065,Dear Customer Your ATM Card Has Been Blocked by State Bank of Pakistan Due To Non Verification Yet If You want keep Using Your ATM Card Contact US.<PHONE>,scam,bank_phish,smishtank,,smishtank:banking
s06066,"Following the directive on revised bank charges, Your 'Account, AiTM has been Locked due to change in date of birth, Call customer care on <PHONE> to Rectify",scam,bank_phish,smishtank,,smishtank:banking
s06067,Dear Customer You have received <PHONE> an SMS from the State Bank. Your ATM card has been blocked. activate your ATM card again contact number <PHONE>,scam,bank_phish,smishtank,,smishtank:banking
s06068,"Dear Customer, thank you for your interest in Kotak credit card. For us to (i) process your credit card application and to fetch your personal and bank details as per Bank records (and to use the same to link to the proposed credit card account, preserve and to authenticate in accordance with law including for KYC purposes) and (ii) to receive and/ or share your details and credit information with or from credit information companies, other banks/ finance companies/ lenders/ entities/ affiliates and (iii) to authorise bank and its affiliates to cross-sell their products and services to you, we request you to provide your consent by clicking on the link <URL> and entering the OTP which will be sent to your registered mobile number through a separate SMS.",scam,bank_phish,smishtank,,smishtank:banking
s06069,Dear Customer Your Paytm Kyc Has Been Expire Please Contact Customer care No-<ACCT> Immediately Your Paytm Account Will Be Blocked Within <DATE>.,scam,bank_phish,smishtank,,smishtank:banking
s06070,PayPal Notification. Your account has been temporarily susrended due to failed login attemrts. Please confirm your details at :,scam,bank_phish,smishtank,,smishtank:banking
s06071,"Dear AMOL TELOR Renew Your Two Wheeler Vehicle Insurance for FZ Policy at Special Rate, BHARTI AXA GENERAL INSURANCE CO LTD has requested payment for INR 763.00 Tap on the link below to pay <URL>",scam,bank_phish,smishtank,,smishtank:banking
s06072,Your for mobile banking is <DATE>. (<URL>-<PHONE>). Dated on <DATE> 02:55:35 PM k2OAh25F80P. Do not share OTP to anyone - Bank of Baroda,scam,bank_phish,smishtank,,smishtank:banking
s06073,"Hi We received a request asking for changes to your self-managed super fund (SMSF) THE TRUSTEE FOR SUPERANNUATION FUND. Based on this, we have made changes to your SMSF account. If you know about these changes, you don't need to do anything else. If you want more information, visit",scam,bank_phish,smishtank,,smishtank:banking
s06074,AMB Non Maintenance Chrg for <DATE> of Rs. 589.99 will be debited from your Account XXXX1720 this month.-Kotak Bank,scam,bank_phish,smishtank,,smishtank:banking
s06075,"Dear Customer, Your ICICI Credit Card with Credit Limit Rs. 5,00,000/- is Approved. Submit Details",scam,bank_phish,smishtank,,smishtank:banking
s06076,"Dear Absa Customer, Access to your account has been disabled. Tap: <URL> To Reactivate your account immediately. Thank You Absa Bank.",scam,bank_phish,smishtank,,smishtank:banking
s06077,Dear customer your credit card points worth INR 9868 expired by <DATE>. Kindly redeem your points in cash by click here,scam,bank_phish,smishtank,,smishtank:banking
s06078,"Attention MANJU, Important message from HDFC Bank. Your a/c no. 2226 may be incurring additional interest! For details, click here <URL>",scam,bank_phish,smishtank,,smishtank:banking
s06079,"Ledger firmware has a critical vulnerability. Visit <URL> and update it immediately. Do not risk losing assets! Withdrawal request from new Device, (IP , ). Edit or Cancel details: <URL>",scam,bank_phish,smishtank,,smishtank:banking
s06080,"Dear Customer, Your free tranding account XXXXX87589 is generated . Verify your details now.:-- <URL>",scam,bank_phish,smishtank,,smishtank:banking
s06081,RM0.00 M2U : Your TAC no. is <DATE> for FPX on <DATE>. Did not request? Call: <PHONE>,scam,bank_phish,smishtank,,smishtank:banking
s06082,"HALIFAX ALERT: You have successfully paired a NEW DEVICE on <DATE> at <DATE>. If this was NOT you, visit: <URL>",scam,bank_phish,smishtank,,smishtank:banking
s06083,<ACCT> is the for your OlaMoney txn of Rs. 51.0,scam,bank_phish,smishtank,,smishtank:banking
s06084,"Dear TATA Cardholder, your request for Reversal of Charges SR#<ACCT> of Rs.2044.14 on card no. ending 60 has been processed successfully. Kindly click here to share your feedback: <URL>",scam,bank_phish,smishtank,,smishtank:banking
s06085,"CIMB: ePayment RM64.00 to ALIPAY MALAYSIA/- accepted on <DATE>, 22:49:51 PM. Call the no at the back of your card for queries.",scam,bank_phish,smishtank,,smishtank:banking
s06086,"Dear SBI Credit Cardholder, further to your discussion with our executive, click to make online payment. Outstanding Balance as per last statement: Rs.57038.41; Minimum Amount Due: Rs. 4334.1",scam,bank_phish,smishtank,,smishtank:banking
s06087,Dear Pay'T'M customer your documents has been suspended. To Verified call <PHONE> immediately. Your account will be blocked within <DATE>.,scam,bank_phish,smishtank,,smishtank:banking
s06088,"Win N1million for your business. Dial *901*<DATE> to open a DiamondXtra account. Don't have your BVN? No worries, we got you covered. Enquire on <ACCT>.",scam,bank_phish,smishtank,,smishtank:banking
s06089,K.Y.C Has Been Expired Call immediately For Verification A/c Will Be Blocked Within 24hr PAYTM OFFICE PH,scam,bank_phish,smishtank,,smishtank:banking
s06090,Dear Customer Your PYATM KYC has been expire <DATE> please call customer care no <PHONE> immediately your PYATM account blocked 24hrs THANK YOU,scam,bank_phish,smishtank,,smishtank:banking
s06091,"Dear Customer Your Ph,onePe has been expired <DATE> please call customer Care no <ACCT> <URL>r account will be not work within <URL>ank You",scam,bank_phish,smishtank,,smishtank:banking
s06092,We detected something unusual about your account. Click here <URL> to secure your account.,scam,bank_phish,smishtank,,smishtank:banking
s06093,"LLOYDS: A new payee has been authorised on <DATE> at 20:05. If you DO NOT recognise this, please visit: <URL>",scam,bank_phish,smishtank,,smishtank:banking
s06094,"HALIFAX: A payment was attempted from a NEW DEVICE on <DATE> at 21:40PM. If this was NOT you, please visit: <URL>",scam,bank_phish,smishtank,,smishtank:banking
s06095,"RM0 Your is <PHONE>. DON'T SHARE IT WITH ANYONE, even to BigPay TYEKMIECX73",scam,bank_phish,smishtank,,smishtank:banking
s06096,"Dear, 365Online has been locked now for security reason. Go to <URL> to follow unlock procedure.",scam,bank_phish,smishtank,,smishtank:banking
s06097,Dear user your ATM has been block because you have not updated it.if you want to keep use your ATM card then call our number <ACCT> - Sent via,scam,bank_phish,smishtank,,smishtank:banking
s06098,CO-OP BANK: Dear Customer; Your Account has been (Suspended) Contact <ACCT> Within <DATE>: CO-OPERATIVE BANK...WE ARE YOU!,scam,bank_phish,smishtank,,smishtank:banking
s06099,FRM: Savings Bank ACC LOCKED SUBJ: Go to MSG: ACCOUNT-ID:agoiitneop !,scam,bank_phish,smishtank,,smishtank:banking
s06100,"HSBC ALERT: A new payee request for has been made on your online banking. If this was NOT you, please visit: <URL>",scam,bank_phish,smishtank,,smishtank:banking
s06101,Dear Paytm customer your has been suspended. Paytm office PH.<PHONE> immediately. Your account will block within <DATE>. Thank you Paytm team,scam,bank_phish,smishtank,,smishtank:banking
s06102,Dear PTM customer your PTM Wallet eKYC has been expire <DATE> please call customer care no <DATE> your PTM account will block <DATE>'s Thank You,scam,bank_phish,smishtank,,smishtank:banking
s06103,"Dear Customer, Your recent contact with PhoneBanking appears to have not been completed. Plz do call us back or ignore SMS if your query is resolved.",scam,bank_phish,smishtank,,smishtank:banking
s06104,Dear Pytm customer your Pytm KYC has been suspended. Call Pytm office PH. <DATE> immediately. Your account will block within <DATE>. Thank you Pytm team.,scam,bank_phish,smishtank,,smishtank:banking
s06105,"Your access is disabled due to unusual transactions with your card. To restore your account, follow the steps on the link: <URL>",scam,bank_phish,smishtank,,smishtank:banking
s06106,"HSBC: Your request to add payee on <DATE> has been received. If this was NOT you, please review urgently: <URL>",scam,bank_phish,smishtank,,smishtank:banking
s06107,"MobileMoney You have received 12,000FCFA from TOP DISTRIBUTION – TUECHIE ROBERT FOUONYIEM LE SOUVERAIN BOX_ (<ACCT>) in your Mobile Money account on <DATE> Message from sender: . Transaction ID: <PHONE>",scam,bank_phish,smishtank,,smishtank:banking
s06108,"9823XXXX61, received payment of Rs 5500.00 by PAYTM. Txn ID 9908XX25X. Download now and to Receive your amount. TnC",scam,bank_phish,smishtank,,smishtank:banking
s06109,Dear PAY'T'M Customer Your PAY'T'M KYC Has Been Suspended Contact Customer Care No.<PHONE> immediately Your Account Will Be Blocked After <DATE> PAY'T'M TEAM.,scam,bank_phish,smishtank,,smishtank:banking
s06110,Your hardware wallet has been deactivated. You are required to pass verification due to the new KYC regulations.,scam,bank_phish,smishtank,,smishtank:banking
s06111,Dear Customer Your PATYM KCY has been expire <DATE> please call customer care no <PHONE> immediately your PATYM account blocked 24hrs THANK YOU,scam,bank_phish,smishtank,,smishtank:banking
s06112,Dear Paytm customer your has been suspended. Call Paytm office PH. <ACCT> immediately. Your account will block within <DATE>. Thank you Paytm team,scam,bank_phish,smishtank,,smishtank:banking
s06113,"Congratulation your Loan is approved. Please submit your Processing Fee Rs. 5500 to further Process your File. Deposits your Processing Fee in this Account. Account Holder Name: Reliance finance limited. Payment Mode: Deposit your processing Fee by Online Banking to Complete your account verification. You can pay Your Fee by Google Pay, , Or Paytm or Any Net Banking App. To download your Approval Letter and Withdrawal Your Loan Amount into your bank",scam,bank_phish,smishtank,,smishtank:banking
s06114,"Your hardware wallet has been deactivated. Due to the new KYC regulations, you are required to pass verification: <URL>",scam,bank_phish,smishtank,,smishtank:banking
s06115,Dear customer your KOTK MHIN... BANK A/c will be close within <DATE>'s. Please complete your verification. Please click on this link,scam,bank_phish,smishtank,,smishtank:banking
s06116,Dear customer your kotak Mahindra bank account has been suspended please update your account <DATE> click here Link <URL>,scam,bank_phish,smishtank,,smishtank:banking
s06117,"9582XXXX82, received payment of Rs 25000 by PAYTM. Txn ID 5974XX04. Download now and to Receive your amount. TnC",scam,bank_phish,smishtank,,smishtank:banking
s06118,Dear Customer Your iPAT'YM KYC Has been expired Today Please call Customer care no <ACCT> immediately Your iPAT'YM Account blocked within <URL>ank YOU,scam,bank_phish,smishtank,,smishtank:banking
s06119,"Dear Customer, payment of Rs. 5249 received for your Axis Bank Credit Card XXXX7122 on <DATE>. Available Limit: Rs. -2198.37",scam,bank_phish,smishtank,,smishtank:banking
s06120,Dear Paytm Customer Your has been hold in <DATE>'s 100% KYC palace contacts office Ph: <PHONE> thanks Your Paytm blocks Within <DATE>,scam,bank_phish,smishtank,,smishtank:banking
s06121,"Dear Customer,We have not received the scheduled payment of Rs. 0.02 on your HDFC Bank CARD ending X. Please log onto <URL> to remit this amount. Please ignore if you have already paid.",scam,bank_phish,smishtank,,smishtank:banking
s06122,"Dear customer your PA""TM KYSC has been expire <DATE> please call customer care no.<PHONE> immediately your PA""TM account suspend 24hrs",scam,bank_phish,smishtank,,smishtank:banking
s06123,Your UBI AC <ACCT> is debited by Rs 8380.0 on <PHONE>:47:<URL>ear AC Bal Rs -<ACCT>.42. RuPay Offer- <URL> . Info: INSPECTION CHARGES,scam,bank_phish,smishtank,,smishtank:banking
s06124,"Dear customer,Your First Account A..M has been shutoff,Due to BlzzRTHDATE VARIATION to ACTIVATE dial customer care <DATE> for RE-ACTIVATI <URL>rstBank",scam,bank_phish,smishtank,,smishtank:banking
s06125,"Rs.6,957.00 was spent on your Card no. ending <ACCT> at savinghopping TPSL",scam,bank_phish,smishtank,,smishtank:banking
s06126,"Paypal Security :We have detected unusual activity on your account, please follow at:<URL> to continue.",scam,bank_phish,smishtank,,smishtank:banking
s06127,Dear customer you patm KYC has been expired Contact Customer care NO:- <PHONE> immediately .YOU R account will suspended within <DATE>,scam,bank_phish,smishtank,,smishtank:banking
s06128,"['WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH <PHONE>', 'WE WILL HOLD YOUR PAYTM AMOUNT AFTER SOMETIME COMPLETE YOUR PAYTM KYC PAYTM OFFICE PH <PHONE>']",scam,bank_phish,smishtank,,smishtank:banking
s06129,I. forward this SMS from registered mobile to <ACCT> to report unauthorized txn & block debit card.,scam,bank_phish,smishtank,,smishtank:banking
s06130,"Dear Customer, your GTBank account <DATE> is not funded. Make a deposit <DATE> via bank transfer or at any of our branches to enjoy a wide range of our services.",scam,bank_phish,smishtank,,smishtank:banking
s06131,"9890XXXX88, received payment of Rs <PHONE> by PAYTM. Txn ID 9908XX25X. Download now and to Receive your amount. TnC",scam,bank_phish,smishtank,,smishtank:banking
s06132,"Dear User, Your AIPAYTM Account well be Close 24hrs. JUST Contact us@ <PHONE>, Thank you AIPAYTM Team.",scam,bank_phish,smishtank,,smishtank:banking
s06133,"Dear user, Your P-T-M a/c has been cl0sed <DATE>. Please call us <PHONE> immediately. Your a/c will disc0ntinue within <DATE>. Thank you.",scam,bank_phish,smishtank,,smishtank:banking
s06134,₹1474.0 as refund will be added to your DBS VISA Debit Card <ACCT>*******1780 by <DATE>.,scam,bank_phish,smishtank,,smishtank:banking
s06135,"Dear user, Your P-A-T-Y-M Documents has been expired <DATE>. Please call us <PHONE> immediately. Your a/c will deactivated within <DATE>. Thank you.",scam,bank_phish,smishtank,,smishtank:banking
s06136,Dear Customer your PAYTM Account is going blocked <DATE> due to not complete full KYC please contact immediately with PAYTM team <PHONE> Thank you,scam,bank_phish,smishtank,,smishtank:banking
s06137,This is for As Covid-19 is spreading we have locked your debit card for safety. Please sign in to regain use:,scam,bank_phish,smishtank,,smishtank:banking
s06138,"Dear TATA Cardholder, outstanding of Rs 32401.00, on your Card no. ending XXXXXXXX0960 is due on <DATE>. Min amount due: Rs. 1974.00. Please ignore if already paid. Click here <URL> to make online payment.",scam,bank_phish,smishtank,,smishtank:banking
s06139,"Scotiabank security system has detected some unusual activity. Therefore, please verify your identity to avoid suspension.",scam,bank_phish,smishtank,,smishtank:banking
s06140,PayPal: We have limited your account due to safety concerns. Please visit <URL> before we are forced to permanently close your account.,scam,bank_phish,smishtank,,smishtank:banking
s06141,"HALIFAX: A new device SAMSUNG GALAXY <ACCT> was successfully registered for Mobile Banking on <DATE>. If this was NOT you, please de-register this device via: <URL>",scam,bank_phish,smishtank,,smishtank:banking
s06142,"UR NUMBER HAS BEEN SELECTED TO RECEIVE 1 CRORE,98 LACS FRM RBI. SEND UR NAME,GENDER,AGE,ADD,MOBILE NO,JOB,TO: <EMAIL>",scam,bank_phish,smishtank,,smishtank:banking
s06143,"Hi there, want up to 71 litres of free petrol yearly + 2x rewards on grocery spends? Apply for IndianOil Citi Credit Card. TnC apply",scam,bank_phish,smishtank,,smishtank:banking
s06144,Your account has been suspended and requires verification. Please follow the link or visit the nearest branch.,scam,bank_phish,smishtank,,smishtank:banking
s06145,"ALERTS. Your A,T,M is blocked. because of security reason to call our number to unblock, your a,t,m card. <DATE>. <DATE>. - Sent via",scam,bank_phish,smishtank,,smishtank:banking
s06146,ALERT: You've spent Rs.2410.00 on CREDIT Card <ACCT> at DHARMAVAT PETROLEUM,scam,bank_phish,smishtank,,smishtank:banking
s06147,"PayPal: Your account has been limited due to suspicious activity. To prevent any unauthorised use and protect your details, we require you to verify yourself immediately via: <URL>",scam,bank_phish,smishtank,,smishtank:banking
s06148,You Paid Rs.125.00 at Chhajarsi of UP15CF7559 on <DATE> 16:00:08. Avl Bal Rs.28.00 Txn ID: <ACCT>13268300,scam,bank_phish,smishtank,,smishtank:banking
s06149,HSBC: A New Payee request was created from an unrecognised device. Please Verify or Cancel this request via:,scam,bank_phish,smishtank,,smishtank:banking
s06150,We noticed an unauthorised login on your 365 account. If this was not you tap on the link below to validate your details,scam,bank_phish,smishtank,,smishtank:banking
s06151,Standard bank<ACCT>Click on --> <URL> to update your account details to avoid suspension on our <DATE> platform. Thank you.,scam,bank_phish,smishtank,,smishtank:banking
s06152,": A new payment has been attempted via the mobile banking <DATE>. If this was NOT you, visit: <URL>",scam,bank_phish,smishtank,,smishtank:banking
s06153,HSBC: A New Payee request was created from an unrecognised device. Please Approve or Cancel this request via: <URL>,scam,bank_phish,smishtank,,smishtank:banking
s06154,"We have kept a lock on your account, please verify your information at <URL> to restore your account.",scam,bank_phish,smishtank,,smishtank:banking
s06155,Dear PAY2TM customer your pa2ytm K2YC has been susp2ended off2ice pH <ACCT> <URL>r ac2count will block within <URL>ank you TEAM,scam,bank_phish,smishtank,,smishtank:banking
s06156,DEAR CUSTOMER YOUT P_Y_T_M HAS BEEN BLOCK HOLD YOUR AMOUNT PLEAS COMPLET YOUR K_Y_C CONTECT CUSTOMER PH NUMBER <PHONE> TEAM THANX,scam,bank_phish,smishtank,,smishtank:banking
s06157,HALIFAX DATA: Hello . Unauthorised access data reported. You must update your client details at <URL>ine/account to prevent restrictions.,scam,bank_phish,smishtank,,smishtank:banking
s06158,"Ledger Defi Online Wallet Launched Dear, Check our new serive <DATE> and get 100LGR(~1000 EUR) trading tokens",scam,bank_phish,smishtank,,smishtank:banking
s06159,Dear customer SBI your credit card points worth INR 9356 expired by <DATE>. Kindly redeem your points in cash by click here,scam,bank_phish,smishtank,,smishtank:banking
s06160,Dear Customer Your PayT'M (Document Has Expire Today).Your Ser-vice Within <DATE> Call Us <PHONE> Immediately Thank you,scam,bank_phish,smishtank,,smishtank:banking
s06161,Due of Rs.130 is outstanding on <DATE> for loan ac 5770CDFJ506768. Click <URL> & pay now. Click <URL> for NDC,scam,bank_phish,smishtank,,smishtank:banking
s06162,Dear Customer Your PayT'M (Document Has Expire Today).Your Service Will Block Within <DATE> Call Us <PHONE> Immediately Thank you,scam,bank_phish,smishtank,,smishtank:banking
s06163,Dear Customer Your <URL> (KYC) has been expired please call customer care <DATE> immediately your A/c block within <DATE>.,scam,bank_phish,smishtank,,smishtank:banking
s06164,"Lloyds Bank: You have successfully paired a NEW DEVICE on 13/11 at 18:55PM. If this was NOT you, visit: https://",scam,bank_phish,smishtank,,smishtank:banking
s06165,Dear Customer Your (ATM-DEBIT) CARD Has been BLOCKED For SECURITY REASONS. As Per RBI New RULES. Activate Your Card.,scam,bank_phish,smishtank,,smishtank:banking
s06166,Dear customer your kotak Mahindra Bank account has been suspended. update your account <DATE> click here link update your account,scam,bank_phish,smishtank,,smishtank:banking
s06167,"HALIFAX ALERT: You have successfully paired a NEW DEVICE on 26/10 at 21:40PM. If this was NOT you, visit:",scam,bank_phish,smishtank,,smishtank:banking
s06168,Dear Paytm Customer your KYC has been suspended Paytm office PH <PHONE> Call Immediately Your account will block with in <DATE> Thank you Paytm Team,scam,bank_phish,smishtank,,smishtank:banking
s06169,"LloydsBank: Your new device has successfully been registered for mobile banking on <DATE>. You now can receive and make payments. If this was NOT you, visit: <URL>",scam,bank_phish,smishtank,,smishtank:banking
s06170,RBC Royal Bank Alert: Your services are suspended for security maintenance. Please verify your information to activate your account.,scam,bank_phish,smishtank,,smishtank:banking
s06171,Dear Paytm Customer your KYC has been Expired. Paytm office PH <ACCT> Call Immediately. Your account will block with in <DATE> Thank you Paytm Team,scam,bank_phish,smishtank,,smishtank:banking
s06172,"Dear Customer, Your FasTag A/c has been debited for Rs. 173 for transaction by Vehicle MHA**** at . Balance amount in the A/c is Rs. **** - HDFC Bank Ltd.",scam,bank_phish,smishtank,,smishtank:banking
s06173,Dear PAYTM customer your has expired. Contact customer care No-<PHONE> immediately. your account will Block within <DATE>. Thank you PAYTM TEAM.,scam,bank_phish,smishtank,,smishtank:banking
s06174,"Dear SBI Customer, You recently added nominee. You can send funds now. To report this Log in <URL> and follow the instructions.",scam,bank_phish,smishtank,,smishtank:banking
s06175,Dear PAYTM customer your KYC has been Expired. PAYTM office PH <PHONE> Call Immediately. You account will block with in <DATE> Thank you PAYTM Team,scam,bank_phish,smishtank,,smishtank:banking
s06176,Dear PYTM customer your Pytm KYC has expired. Contact customer care imme-diately. your account will Block within <DATE>. Thank you PYTM TEAM Dear PYTM customer your Pytm KYC has expired. Contact customer care No-<PHONE> imme-diately. your account will Block within <DATE>. Thank you PYTM TEAM,scam,bank_phish,smishtank,,smishtank:banking
s06177,Your Paytm KYC has been expired. Contact customer care NO:- <PHONE> immediately. your account will Block within <DATE>.,scam,bank_phish,smishtank,,smishtank:banking
s06178,"ALERT! Your Debit Card has been suspended. To reactivate your account, visit:",scam,bank_phish,smishtank,,smishtank:banking
s06179,Phonepe cashback record has requested money from you on . will be debited from your account on approving the request - <URL>,scam,bank_phish,smishtank,,smishtank:banking
s06180,(SBI)A/C NO-<ACCT>.IFSC CODE-SBIN0040856.,scam,bank_phish,smishtank,,smishtank:banking
s06181,"REVOLUT: We have failed to verify your identity, please visit <URL> to verify your identity. REF:DS74274D",scam,bank_phish,smishtank,,smishtank:banking
s06182,Savings Bank ACC LOCKED Go to ACCOUNT-ID:agioitneop !,scam,bank_phish,smishtank,,smishtank:banking
s06183,"HALIFAX: A payment was attempted from a NEW DEVICE on 28/10 at 21:41PM. If this was NOT you, please visit: <URL>",scam,bank_phish,smishtank,,smishtank:banking
s06184,Phonepe cashback has requested money from you on PhonePe. Rs.5000 will be debited from your account on approving the request - <URL>,scam,bank_phish,smishtank,,smishtank:banking
s06185,Attention! Urgent message from HDFC Bank. Your A/C may be incurring added interest! Click here <URL>,scam,bank_phish,smishtank,,smishtank:banking
s06186,UR MOBILE IS SELECTED IN(COVID-19)WORLD BANK RELEASE FUND WITH RBI OF 1.76LACS RUPEES NAME MOBILE AGE STATE AD BANK ACC IFSC,scam,bank_phish,smishtank,,smishtank:banking
s06187,"Txn: Credit Acct:2XX..80X Amt:NGN 50,000.00 Desc:TNF-ORIFLAME EGBODOR/MOSES/FBNMOBILE:",scam,bank_phish,smishtank,,smishtank:banking
s06188,Dear PYTM customer your PYTM KYC has been <URL>TM office PH <ACCT> <URL>r account will block within <URL>ank you PYTM team,scam,bank_phish,smishtank,,smishtank:banking
s06189,ALERT: An unrecognized sign in attempt to your PayPal was made from on <DATE> at <DATE> if this was not you immediately visit <URL> to regain full access to your account.,scam,bank_phish,smishtank,,smishtank:banking
s06190,Dear Customer Your PYT'M documents has been <URL>ease contact customer care No. <PHONE>. Call immediately Your PYT'M will be blocked within <DATE>.,scam,bank_phish,smishtank,,smishtank:banking
s06191,Dear Pyatm Customer your Pyatm KYC has been <URL>tm Office PH <PHONE> <URL>ll your account will block within <DATE>. Thank you Pyatm team,scam,bank_phish,smishtank,,smishtank:banking
s06192,"['Dear PAYTM customer your has expired. Contact customer care <PHONE> <URL>mediately . your account will Block within <DATE>. Thank you PAYTM TEAM.', 'Dear PAYTM customer your has expired. Contact customer care No. <DATE> immediately . your account will Block within <DATE>. Thank you PAYTM TEAM.']",scam,bank_phish,smishtank,,smishtank:banking
s06193,"[HALIFAX]: A new payee has been added from an unknown device on <DATE> at 20:06. If you do NOT recognise this, please visit:",scam,bank_phish,smishtank,,smishtank:banking
s06194,"PayPal Fraud Alert: Are you trying to pay 99,99 EUR? If yes, reply 1. If no, reply 2. Msg & Data rates apply.",scam,bank_phish,smishtank,,smishtank:banking
s06195,HALIFAX DATA: Hello **** Invalid client data reported. You must update your details at <URL>ine/account to prevent account suspension.,scam,bank_phish,smishtank,,smishtank:banking
s06196,Dear Customer Your P A Y T M K Y C has been expire <DATE> please call customer care no <DATE> your P A Y T M has been block 24hrs THANK YOU P T M TEAM,scam,bank_phish,smishtank,,smishtank:banking
s06197,"GOOD DAY, Kindly help inform CHINENYENWA BLESSING IGWEZE with PHONE NO; <PHONE> to pay back the loan he borrowed from SOKOLOAN, has failure to make the payment promptly will lead to SERIOUS EMBARRASSMENT and LEGAL ACTIONS, Thanks SOKOLOAN",scam,bank_phish,smishtank,,smishtank:banking
s06198,Payu Payments Pvt Ltd has requested money from you on . will be debited from your account on approving the request - <URL>,scam,bank_phish,smishtank,,smishtank:banking
